State/UT,District,Commodity Group,Commodity,Date,Arrival Quantity,Arrival Unit,Modal Price,Price Unit
Maharashtra,Pune,Fibre Crops,Cotton,22-04-2023,1.0,Metric Tonnes,7000.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,26-04-2023,3.0,Metric Tonnes,7200.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,03-05-2023,1.0,Metric Tonnes,7001.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,17-05-2023,4.0,Metric Tonnes,7076.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,24-05-2023,3.0,Metric Tonnes,6500.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,31-05-2023,1.0,Metric Tonnes,6671.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,07-06-2023,1.0,Metric Tonnes,7051.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,03-11-2023,1.0,Metric Tonnes,6450.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,21-11-2023,1.0,Metric Tonnes,6750.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,24-11-2023,1.0,Metric Tonnes,6851.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,28-11-2023,2.0,Metric Tonnes,6801.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,08-12-2023,3.0,Metric Tonnes,6700.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,15-12-2023,3.0,Metric Tonnes,6501.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,22-12-2023,3.0,Metric Tonnes,6461.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,05-01-2024,2.0,Metric Tonnes,5100.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,09-01-2024,1.0,Metric Tonnes,5000.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,20-01-2024,1.0,Metric Tonnes,6300.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,09-02-2024,1.0,Metric Tonnes,6500.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,20-02-2024,1.0,Metric Tonnes,6900.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,16-11-2024,3.3,Metric Tonnes,6901.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,23-11-2024,8.5,Metric Tonnes,6800.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,04-12-2024,2.9,Metric Tonnes,6700.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,07-12-2024,4.1,Metric Tonnes,6711.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,14-12-2024,3.0,Metric Tonnes,6500.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,17-12-2024,0.8,Metric Tonnes,6600.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,18-12-2024,3.1,Metric Tonnes,6551.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,31-12-2024,1.1,Metric Tonnes,6000.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,03-01-2025,0.3,Metric Tonnes,5400.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,07-01-2025,1.0,Metric Tonnes,6100.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,10-01-2025,0.9,Metric Tonnes,5500.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,14-01-2025,0.9,Metric Tonnes,6000.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,15-01-2025,1.2,Metric Tonnes,6511.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,21-01-2025,0.7,Metric Tonnes,6280.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,28-01-2025,0.5,Metric Tonnes,5500.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,29-01-2025,0.3,Metric Tonnes,6600.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,01-02-2025,0.6,Metric Tonnes,6400.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,04-02-2025,0.5,Metric Tonnes,5800.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,25-02-2025,0.7,Metric Tonnes,5500.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,11-03-2025,0.1,Metric Tonnes,5000.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,18-03-2025,0.1,Metric Tonnes,6000.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,25-03-2025,0.2,Metric Tonnes,6100.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,08-04-2025,0.2,Metric Tonnes,5500.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,29-04-2025,0.9,Metric Tonnes,5300.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,20-05-2025,0.1,Metric Tonnes,4551.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,02-12-2025,0.1,Metric Tonnes,5501.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,10-12-2025,0.1,Metric Tonnes,5500.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,16-12-2025,0.1,Metric Tonnes,6000.0,Rs./Quintal
Maharashtra,Pune,Fibre Crops,Cotton,26-12-2025,0.3,Metric Tonnes,6100.0,Rs./Quintal
